Name	Family	FamilyNoForge	Group	Height	Width	Assigned Family	Assigned Group	Assigned Group Number	Friendly Name	Override Image	Description
XNC_TempLir	XNC	XNC	null	4	3	XNC	Liir	5	Liir Temperance		This development is in response to a dependency spreading though the Liir portions of the empire. Temperance is social and biochemical response to negate to the effect of these dependencies entering from other empires.
XNC_TrnsLir3	XNC	XNC	null	5	2	XNC	Liir	5	MetaConcert		This deeper understanding of this race’s highest governmental and scientific language allows you to access the deepest levels of Liir culture and government. With this level of language you can create Science Missions to teach aspects of technology that would otherwise be lost to this race as well as try to force a planetary surrender in the face of overwhelming power.
XNC_SubLir	XNC	XNC	null	6	2	XNC	Liir	5	Subjugate Liir		"Allows you to take full control of a Liir culture, which not only allows new possibilities in assimilation but also allows you a chance to absorb much weaker Liir empires into your own without firing a shot."
XNC_AccLir	XNC	XNC	null	7	1	XNC	Liir	5	Accommodate Liir		"Complete understanding of Liir physiology coupled with the social sciences allows you to integrate the life support needs of the Liir seamlessly into your culture without disrupting your own citizens, thus removing the need to take into account planetary hazard ratings for them."
XNC_ProfLir	XNC	XNC	null	7	3	XNC	Liir	5	Proliferate Liir		This technology makes your worlds and culture more hospitable to Liir and gives them the ability to spontaneously attract Liir civilian populations as well as increasing the overall alien population limit on all your worlds.
CCC_TrnsTrk	XNC	XNC	null	1	2	XNC	Tarka	6	Translate Urdu Kai		"Having encountered the Tarka race, this tech allows you to translate basic military communications from them and form Ceasefire agreements. This tech also allows the Morrigi to establish trade routes with this species."
XNC_TrnsTrk2	XNC	XNC	null	2	2	XNC	Tarka	6	Translate Gutter Dialect		"This deeper understanding of this race’s common language allows you to communicate directly with all aspects of their society, and allows you to form NAP/Alliance agreements as well as establish trade routes with them."
XNC_IncTrk	XNC	XNC	null	3	2	XNC	Tarka	6	Incorporate Tarka		"With deeper study, members of this species living in enclaves on your worlds can be fully incorporated into your society. This allows them to be a fully functional portion of your civilian society on any given world."
XNC_AdctTrk	XNC	XNC	null	4	1	XNC	Tarka	6	Addict Tarka		"Intimate knowledge of this alien species coupled with expanding experience in bio-weapons research allows for the development of a variety of highly addictive chemical products designed specifically for the Tarka species and to which they have very little resistance. This results in a large bonus for trade routes into Tarkasian space, and a slow decline in Tarka production due to addiction problems as well as an increased chance of planetary surrender."
XNC_TempTrk	XNC	XNC	null	4	3	XNC	Tarka	6	Tarka Temperance		This development is in response to a dependency spreading though the Tarka portions of the empire. Temperance is social and biochemical response to negate to the effect of these dependencies entering from other empires.
XNC_TrnsTrk3	XNC	XNC	null	5	2	XNC	Tarka	6	Translate Kona Kai		This deeper understanding of this race’s highest governmental and scientific language allows you to access the deepest levels of Tarkasian culture and government. With this level of language you can create Science Missions to teach aspects of technology that would otherwise be lost to this race as well as try to force a planetary surrender in the face of overwhelming power.
XNC_SubTrk	XNC	XNC	null	6	2	XNC	Tarka	6	Subjugate Tarka		"Allows you to take full control of a Tarka culture, which not only allows new possibilities in assimilation but also allows you a chance to absorb much weaker Tarka empires into your own without firing a shot."
XNC_AccTrk	XNC	XNC	null	7	1	XNC	Tarka	6	Accommodate Tarka		"Complete understanding of Tarkasian physiology coupled with the social sciences allows you to integrate the life support needs of the Tarka seamlessly into your culture without disrupting your own citizens, thus removing the need to take into account planetary hazard ratings for them."
XNC_ProfTrk	XNC	XNC	null	7	3	XNC	Tarka	6	Proliferate Tarka		This technology makes your worlds and culture more hospitable to Tarka and gives them the ability to spontaneously attract Tarkasian civilian populations as well as increasing the overall alien population limit on all your worlds.
XNC_ROOT	XNC	XNC	null	0	1	XNC			Xenotech	TechTree/xenoculture_tree.tga	Xenotech
